CustomerID,Age,Gender,State,DeviceType,PaymentMethod,ProductCategory,TotalSpent(NGN),NumOrders,AvgOrderValue(NGN),DaysSinceLastOrder,NumComplaints,DiscountsUsed,SatisfactionScore,DeliveryDays,NumReturns,LoyaltyYears,Churned
CUS00435,40.0,female,Imo,Mobile,Card,Beauty,35640.62,2,17820.31,35,2,2,5.0,6,0,0.4,NO
CUS00436,,m,Oyo,PC,USSD,Food,121992.97,9,13554.77,92,2,3,4.0,1,0,2.7,No
CUS00437,29.0,M,Anambra,Desktop,Transfer,Home,124246.89,20,6212.34,56,3,0,4.1,7,1,1.0,1
CUS00438,18.0,m,Delta,mobile,transfer,Auto,99581.64,11,9052.88,49,1,5,2.4,3,0,3.5,N
CUS00439,18.0,FEMALE,Borno,Mobile,Debit Card,Books,122084.63,3,40694.88,70,1,0,4.2,2-3 days,2,1.7 yrs,False
CUS00440,64.0,Female,Anambra,Desktop,Transfer,Electronics,77613.28,13,5970.25,56,0,2,3.8,5,0,0.4,no
CUS00441,51.0,FEMALE,Abuja,MOBILE,Bank Transfer,Fashion,139086.93,6,23181.16,31,4,5,1.9,3,1,1.6,True
CUS00442,49.0,Female,Enugu,MOBILE,Transfer,Beauty,85395.48,14,6099.68,77,0,0,4.9,3,1,1.4,N
CUS00443,42.0,Female,Anambra,Mobile,USSD,FASHION,87603.88,12,7300.32,11,0,3,3.7,3,1,3.5,0
CUS00444,57.0,male,Imo,Mobile,ussd,Auto,73048.33,1,73048.33,54,0,1,3.1,2,0,1.4,False
CUS00445,62.0,Female,Kaduna,MOBILE,transfer,Auto,115800.27,2,57900.14,1,0,2,3.1,5 days,1,1.6,yes
CUS00446,18.0,male,Oyo,PC,nan,Fashion,66046.05,12,5503.84,51,0,4,1.5,3,1,4.1,True
CUS00447,33.0,male,Imo,Mobile,Transfer,Food,12893941.0,8,16117.43,50,0,3,4.1,1,0,2.8,NO
CUS00448,56.0,F,Bauchi,Tablet,transfer,Food,₦34053.29,2,17026.64,95,0,0,3.8,5,0,4.5,NO
CUS00449,22.0,Female,Kano,Desktop,transfer,Fashion,3554876.9999999995,4,8887.19,1,0,1,3.3,1,0,3.9,0
CUS00450,39.0,F,Borno,Phone,POS,Electronics,115934.2,1,115934.2,26,3,4,4.8,1,0,0.7,NO
CUS00451,46.0,F,Delta,Mobile,Transfer,food,81015.51,7,11573.64,69,2,3,2.1,6,2,3.5,True
CUS00452,20.0,F,Rivers,Mobile,Debit Card,Fashion,64574.89,19,3398.68,55,2,6,2.9,1,2,4.3,Yes
CUS00453,29.0,M,Bauchi,tablet,card,Fashion,125052.6,12,10421.05,50,2,6,2.6,1,1,4.3,True
CUS00454,430.0,Male,Kaduna,Mobile,Transfer,Electronics,57673.24,18,3204.07,16,3,2,3.2,5,0,3.5,Yes
CUS00455,330.0,F,Anambra,Tablet,Cash,FASHION,75990.94,12,6332.58,27,0,8,3.6,3,0,3.5,False
CUS00456,54.0,Male,Enugu,Desktop,Transfer,Beauty,147965.26,13,11381.94,82,0,3,3.9,3,1,1.5,No
CUS00457,39.0,male,Imo,Desktop,card,Home,154261.41,17,9074.2,43,0,1,3.2,,2,0.7,Yes
CUS00458,46.0,female,Abuja,Desktop,POS,FASHION,155757.92,9,17306.44,56,0,1,2.6,4,0,1.5,yes
CUS00459,31.0,F,Kano,mobile,card,Fashion,72304.34,7,10329.19,41,0,0,5.0,2,0,0.0,no
CUS00460,45.0,F,Lagos,Mobile,transfer,Sports,140381.63,13,10798.59,9,0,6,5.0,6,2,4.0,N
CUS00461,22.0,f,Bauchi,mobile,card,Electronics,42297.12,15,2819.81,73,1,6,3.6,1,0,1.6,False
CUS00462,640.0,MALE,Enugu,MOBILE,Card,Fashion,44189.37,5,8837.87,60,1,0,2.7,4,0,3.9,YES
CUS00463,47.0,m,Lagos,tablet,Transfer,Auto,500.0,4,125.0,114,0,2,5.0,5,0,0.2,no
CUS00464,63.0,MALE,Kano,Mobile,Cash,Books,160279.07,8,20034.88,14,0,3,2.1,2,0,3.6,No
CUS00465,220.0,Male,Rivers,Mobile,Transfer,Food,46120.91,12,3843.41,69,0,1,3.2,1,2,1.3,False
CUS00466,29.0 years,Male,Rivers,Mobile,Transfer,Food,79306.03,11,7209.64,5,0,0,2.8,6,1,0.1 years,YES
CUS00467,33.0,F,Oyo,Desktop,card,Beauty,44035.4,1,44035.4,49,0,2,2.3,2,0,4.4,False
CUS00468,43.0,Female,Kano,Desktop,Transfer,Electronics,116282.44,17,6840.14,74,0,2,3.2,2,2,-3.7,No
CUS00469,43.0,M,Kano,desktop,Transfer,Fashion,68096.49,4,17024.12,1,0,2,2.6,5,2,2.3,no
CUS00470,38.0,Female,Lagos,Mobile,Cash,Fashion,26283.24,6,4380.54,38,0,3,3.5,4,0,2.1,no
CUS00471,56.0,F,Enugu,Mobile,Card,Fashion,NGN104874.82,3,34958.27,28,0,5,3.5,1,0,2.7,0
CUS00472,53.0,female,Imo,Desktop,POS,Auto,20482.15,21,975.34,23,0,2,2.9,7,3,2.3,1
CUS00473,50.0,female,Delta,desktop,Bank Transfer,Fashion,47316.74,9,5257.42,56,0,3,3.1,2,1,0.8,N
CUS00474,47.0,F,Lagos,Mobile,ussd,Fashion,500.0,3,166.67,78,0,4,3.3,-3,1,1.4,N
CUS00475,54.0,MALE,Abuja,mobile,Card,Beauty,20921.88,12,1743.49,41,0,4,4.3,4,2,4.9,N
CUS00476,40.0,M,Rivers,Mobile,Debit Card,electronics,93033.81,11,8457.62,51,0,1,3.4,5,1,6.0,False
CUS00477,27.0,FEMALE,Rivers,Phone,Bank Transfer,Fashion,₦500.0,7,71.43,48,2,3,4.3,,0,4.3,False
CUS00478,22.0,Male,Oyo,Phone,Debit Card,Electronics,18348.44,12,1529.04,45,1,4,4.1,1,1,2.7,NO
CUS00479,53.0 years,f,Imo,Mobile,Card,Food,84893.4,3,28297.8,12,0,0,4.1 stars,5,2,1.5,N
CUS00480,51.0,male,Abuja,Mobile,transfer,Home,NGN60537.69,5,12107.54,78,0,5,4.9,5,0,0.8,no
CUS00481,48.0,Female,Rivers,Desktop,Bank Transfer,Beauty,174641.65,1,174641.65,53,1,5,2.4,3,0,0.9,N
CUS00482,27.0,Male,Lagos,Mobile,card,Auto,167525.34,1,167525.34,56,2,1,3.0,5,2,,yes
CUS00483,36.0,M,Abuja,desktop,transfer,food,45943.49,17,2702.56,20,1,3,5.0,5,0,5.2,N
CUS00484,49.0,Male,Lagos,MOBILE,Cash,Books,110071.19,16,6879.45,31,3,4,3.2,1,2,4.7,1
CUS00485,18.0,Male,Delta,desktop,card,Sports,118717.72,8,14839.72,39,1,1,1.0,7,2,3.1,Yes
CUS00486,22.0,male,Delta,MOBILE,Card,Food,58113.45,16,3632.09,1,2,3,3.3,1,0,0.6,No
CUS00487,62.0,F,Rivers,Desktop,transfer,Electronics,17700.63,700,2528.66,1,1,3,3.6,1,0,3.3,N
CUS00488,21.0,male,Rivers,Mobile,Card,N/A,84446.57,6,14074.43,26,2,0,1.0,3,0,1.6,1
CUS00489,33.0,m,Enugu,desktop,USSD,Food,77221.94,8,9652.74,60,0,3,4.8,7,3,0.0,True
CUS00490,41.0,F,Delta,Desktop,Transfer,Fashion,65390.6,7,9341.51,25,0,0,2.8,3 days,2,2.4,N
CUS00491,33.0,F,Imo,desktop,card,Home,104904.26,6,17484.04,14,1,4,3.8,3,1,0.7 yrs,N
CUS00492,19.0,Male,Imo,Mobile,Card,Fashion,51217.17,13,3939.78,20,1,1,3.3,6,0,0.8,no
CUS00493,45.0,female,Bauchi,Mobile,transfer,Beauty,33160.11,8,4145.01,31,1,2,2.2,3,1,1.6,yes
CUS00494,49.0,Female,Bauchi,Laptop,Debit Card,Beauty,8990873.0,11,8173.52,34,2,5,2.4,1,1,1.3,Y
CUS00495,-44.0,f,Oyo,Mobile,Transfer,Food,102368.65,13,7874.51,109,0,3,2.6,3,0,1.9 yrs,yes
CUS00496,37.0,MALE,Delta,Laptop,Card,Auto,32050.98,9,3561.22,76,0,0,4.6,6,1,1.9,No
CUS00497,41.0,F,Lagos,Laptop,Card,Fashion,12676408.0,3,42254.69,75,1,0,3.4/5,4,2,0.0,True
CUS00498,29.0,Male,Lagos,MOBILE,Bank Transfer,Food,5328.35,1,5328.35,80,0,1,3.0,7,0,4.3,Y
CUS00499,52.0,FEMALE,Kaduna,desktop,card,Beauty,58984.89,8,7373.11,15,6,3,2.6,5,1,0.5,Yes
CUS00500,50.0,female,Abuja,mobile,Cash,Home,73389.62,7,10484.23,8,1,3,4.7,2,2,0.6,False
CUS00501,-50.0,Male,Anambra,Phone,Card,Books,56369.93,8,7046.24,11,0,1,5.0,4,0,1.5,0
CUS00502,60.0,Female,Bauchi,Mobile,transfer,Food,59572.28,7,8510.33,85,0,0,4.7,2,2,1.8,False
CUS00503,54.0,female,Rivers,Tablet,Bank Transfer,Sports,169198.35,20,8459.92,28,0,3,4.0,2,0,4.2 years,No
CUS00504,29.0,Male,Oyo,mobile,Bank Transfer,Fashion,46710.22,1,46710.22,7,1,2,3.8,12,1,2.4,yes
CUS00505,20.0,m,Imo,Desktop,transfer,FASHION,NGN194854.98,1,194854.98,32,1,7,2.3,6,0,2.8,Yes
CUS00506,18.0,M,Anambra,Desktop,Card,Food,104670.71,9,11630.08,37,0,3,3.3,5,0,2.4,0
CUS00507,50.0,Male,Kano,Desktop,Card,Home,89142.48,6,14857.08,53,0,6,2.8,2,0,2.3,no
CUS00508,57.0,MALE,Oyo,mobile,Card,Electronics,106430.82,9,11825.65,52,3,0,1.7/5,7,1,2.5,Yes
CUS00509,27.0,Female,Kano,Phone,Transfer,Fashion,198846.75,1000,19884.68,20,3,0,4.6,6,1,0.0,yes
CUS00510,60.0,F,Borno,Mobile,Card,Food,40288.31,14,2877.74,65,1,0,2.8,7,0,1.6,1
CUS00511,61.0,Male,Delta,PC,Transfer,electronics,34581.19,1,34581.19,25,0,5,4.7,7,0,3.7,False
CUS00512,46.0,Male,Kano,desktop,USSD,Beauty,51031.02,5,10206.2,40,1,6,4.4,1,1,7.9,False
CUS00513,30.0,male,Kano,MOBILE,N/A,FASHION,86446.44,10,8644.64,65,3,1,4.1,1,1,0.2,YES
CUS00514,29.0,F,Borno,mobile,transfer,Food,7340.3,11,667.3,25,3,2,4.1,1,0,2.6 yrs,yes
CUS00515,48.0,F,Enugu,tablet,Bank Transfer,Food,86005.27,18,4778.07,27,2,0,29.0,2,2,,Y
CUS00516,63.0,female,Enugu,Mobile,ussd,Electronics,161209.62,12,13434.14,62,3,0,5.0,4,0,5.1,0
CUS00517,19.0,male,Enugu,MOBILE,Card,Auto,91813.33,7,13116.19,19,1,4,3.5,2,0,0.0,No
CUS00518,52.0,Male,Delta,Mobile,ussd,Fashion,71829.15,3,23943.05,33,1,3,3.8,8,0,2.9,Y
CUS00519,40.0,Female,Anambra,Phone,Transfer,electronics,57182.78,5,11436.56,61,0,3,2.9 stars,7,1,0.0,Yes
CUS00520,34.0,m,Oyo,Laptop,transfer,FASHION,125433.03,5,25086.61,106,1,0,2.6,3,0,1.5,YES
CUS00521,43.0,female,Oyo,Mobile,Transfer,food,₦47837.53,11,4348.87,63,2,6,4.0/5,7,0,1.9,No
CUS00522,25.0,F,Rivers,Mobile,nan,Beauty,168087.82,9,18676.42,59,0,1,3.7,6,1,-3.6,1
CUS00523,46.0,Female,Enugu,tablet,Transfer,Home,172001.19,1,172001.19,60,0,4,2.7,3,1,0.4,1
CUS00524,43.0,Female,Delta,Mobile,Transfer,Books,96553.79,5,19310.76,12,1,0,2.1/5,1,1,3.0,False
CUS00525,27.0,female,Rivers,Phone,N/A,Electronics,84481.82,12,7040.15,48,0,2,2.2,3,1,2.0,yes
CUS00526,43.0,FEMALE,Abuja,Mobile,Card,Sports,131379.69,9,14597.74,44,1,3,4.7,2,0,2.4,no
CUS00527,-51.0,male,Rivers,Mobile,transfer,Electronics,134265.93,10,13426.59,54,0,3,2.9,4,0,3.4,No
CUS00528,,MALE,Anambra,Laptop,ussd,Food,48730.37,9,5414.49,48,3,3,3.2,4,1,0.1,yes
CUS00529,24.0,female,Bauchi,desktop,Bank Transfer,Fashion,61305.02,16,3831.56,56,0,3,5.0,4,0,,NO
CUS00530,21.0,Male,Kano,MOBILE,nan,Fashion,25494.37,9,2832.71,35,2,0,2.4,5,0,1.1,yes
CUS00531,62.0,M,Enugu,Desktop,nan,Food,103407.92,6,17234.65,46,0,3,2.8,1,0,3.6,Y
CUS00532,28.0,Male,Borno,desktop,Card,Food,114998.25,3,38332.75,8,0,3,2.7,4,1,2.5,Yes
CUS00533,46.0,Female,Bauchi,mobile,Bank Transfer,Sports,24253.35,9,2694.82,35,1,3,5.0,3,1,1.7,no
CUS00534,53.0,FEMALE,Imo,mobile,transfer,Electronics,64516.05,1,64516.05,86,0,3,5.0 stars,4,1,1.1,N
CUS00535,42.0,M,Rivers,desktop,transfer,Beauty,24373.57,7,3481.94,54,0,0,4.3,5,0,3.2,0
CUS00536,38.0,F,Delta,mobile,Card,Fashion,44554.01,6,7425.67,44,0,0,4.3,1,1,3.9,0
CUS00537,53.0,Male,Kano,Desktop,transfer,Beauty,109795.77,1,109795.77,101,0,0,2.9,3,1,1.2,True
CUS00538,27.0,Female,Oyo,Mobile,nan,Sports,51993.31,3,17331.1,4,2,4,5.0,3,0,0.3,False
CUS00539,,Female,Lagos,tablet,POS,Beauty,71462.83,12,5955.24,11,1,4,3.8,2,1,3.0,False
CUS00540,-26.0,Female,Kano,Mobile,USSD,Home,11770.97,9,1307.89,96,1,4,4.4 stars,5,0,0.0,False
CUS00541,41.0,male,Anambra,desktop,Card,Fashion,93414.56,8,11676.82,46,1,3,3.4,2,4,0.0 years,yes
CUS00542,52.0,Female,Imo,Mobile,USSD,Books,-83007.7,9,9223.08,37,0,0,3.2,2,0,0.4,N
CUS00543,52.0,male,Anambra,mobile,Bank Transfer,Food,52196.83,8,6524.6,9,0,0,5.0,2,2,1.4,No
CUS00544,53.0,Male,Rivers,desktop,ussd,Food,76494.36,14,5463.88,58,0,3,4.0,6,0,0.0,no
CUS00545,35.0,Male,Abuja,Mobile,Cash,Sports,93113.27,8,11639.16,61,0,3,5.0,3,0,0.0,No
CUS00546,56.0,Female,Anambra,Mobile,Card,Electronics,48330.93,1,48330.93,12,0,2,3.8,4,0,0.3,No
CUS00547,490.0,F,Anambra,Mobile,USSD,Home,₦18568.19,16,1160.51,40,2,3,2.7,7,1,3.0,Yes
CUS00548,41.0,male,Delta,mobile,Cash,Sports,166250.85,9,18472.32,34,2,3,2.9,3,2,0.1,Yes
CUS00549,40.0,M,Rivers,MOBILE,POS,Fashion,56502.73,5,11300.55,52,1,3,3.6,6,2,1.5,1
CUS00550,490.0,M,Kano,Mobile,transfer,Electronics,,1,80645.8,11,0,1,2.9,7,2,4.9,Y
CUS00551,54.0,female,Abuja,desktop,Transfer,Electronics,130487.79,9,14498.64,82,0,4,2.4,6,0,1.9,Yes
CUS00552,29.0,Male,Bauchi,Desktop,card,FASHION,243807.48,7,34829.64,72,1,2,4.7,3,2,2.5,no
CUS00553,30.0,Female,Lagos,Tablet,Card,Home,28998.11,15,1933.21,34,1,0,3.0,5,1,0.6,No
CUS00554,40.0,MALE,Enugu,PC,nan,Electronics,105242.22,6,17540.37,38,0,1,3.6,1,0,5.2,0
CUS00555,42.0,male,Oyo,Desktop,USSD,Food,53160.15,3,17720.05,40,0,2,3.8,2,0,1.2,no
CUS00556,52.0,Female,Anambra,Tablet,Cash,Beauty,60754.44,12,5062.87,21,0,4,2.9,2,0,1.7,N
CUS00557,58.0,m,Rivers,Mobile,USSD,Auto,52590.46,12,4382.54,31,1,2,5.0,8,1,4.0,YES
CUS00558,47.0,female,Enugu,Mobile,transfer,Electronics,34345.53,8,4293.19,36,0,2,2.4,2,0,1.7,no
CUS00559,34.0,Female,Oyo,Mobile,transfer,Fashion,83141.89,1100,7558.35,93,0,0,3.8,2,0,2.1,0
CUS00560,37.0,male,Oyo,Mobile,ussd,electronics,18647.38,7,2663.91,73,0,4,3.7/5,1,1,1.6,N
CUS00561,42.0,F,Bauchi,mobile,Transfer,Electronics,127606.34,9,14178.48,73,0,1,3.4,5,1,1.6 years,0
CUS00562,39.0,M,Bauchi,Desktop,Transfer,Fashion,87475.13,13,6728.86,56,0,2,2.2,4,0,2.6,True
CUS00563,30.0,Female,Bauchi,mobile,Card,food,104009.57,11,9455.42,11,0,5,4.4,-6,2,2.8,YES
CUS00564,36.0,Female,Borno,Mobile,transfer,Sports,₦64021.51,7,9145.93,43,0,4,4.2,5,0,1.0,No
CUS00565,53.0,male,Kaduna,Mobile,Card,Fashion,₦68475.82,14,4891.13,74,1,0,2.8,1,0,0.9,0
CUS00566,29.0,M,Kaduna,desktop,card,Electronics,97940.38,1,97940.38,7,1,0,4.2,2,1,1.1,False
CUS00567,58.0,MALE,Oyo,Laptop,Bank Transfer,Electronics,32617.72,18,1812.1,64,0,2,3.9,6,0,0.0,False
CUS00568,36.0,male,Bauchi,Mobile,POS,Fashion,68890.43,100,68890.43,114,3,0,2.2,3,1,0.0,Y
CUS00569,29.0,Male,Delta,Phone,USSD,electronics,46317.39,4,11579.35,76,0,4,2.6,6,0,2.4,Yes
CUS00570,26.0,male,Anambra,mobile,Cash,Food,44924.4,7,6417.77,87,3,3,4.6,3,1,3.4,Y
CUS00571,24.0,Female,Enugu,mobile,Card,Home,,7,71.43,51,0,3,3.8,2,0,3.3,no
CUS00572,45.0,F,Enugu,mobile,transfer,FASHION,145269.7,13,11174.59,74,0,1,2.9,3,0,-0.0,NO
CUS00573,31.0,male,Kaduna,Mobile,Bank Transfer,Food,54105.76,2,27052.88,23,1,6,2.6,2,0,1.6,No
CUS00574,48.0,Female,Oyo,Mobile,Transfer,Fashion,137351.92,9,15261.32,68,1,8,3.0,2,0,0.3,N
CUS00575,36.0,M,Rivers,mobile,USSD,Beauty,133095.65,5,26619.13,64,1,2,3.1,4,0,2.2,No
CUS00576,64.0,Male,Kano,Desktop,Bank Transfer,FASHION,27130.01,9,3014.45,53,0,3,2.7,5,0,1.4,yes
CUS00577,33.0,Male,Kano,PC,Bank Transfer,Auto,36021.49,7,5145.93,84,0,3,1.8,1,1,2.9,yes
CUS00578,22.0,Female,Kaduna,Desktop,Transfer,Electronics,200222.63,8,25027.83,28,0,2,4.6,3,1,2.0,0
CUS00579,52.0,Female,Rivers,Mobile,card,Home,163791.67,5,32758.33,39,0,1,4.5,2,0,0.0,no
CUS00580,29.0,f,Borno,desktop,Transfer,Beauty,83581.67,5,16716.33,47,2,0,2.2,2,1,0.5,yes
CUS00581,42.0,M,Borno,Mobile,Card,FASHION,96581.79,9,10731.31,14,1,0,3.6,4,1,2.0,NO
CUS00582,38.0 years,Female,Kaduna,mobile,POS,Electronics,56611.91,12,4717.66,51,1,3,2.6,2,0,2.1,Y
CUS00583,53.0,F,Kano,desktop,Bank Transfer,Beauty,104455.87,5,20891.17,1,0,1,3.2,6,0,0.0,N
CUS00584,40.0,Male,Rivers,PC,Debit Card,electronics,52726.81,3,17575.6,76,0,0,3.2,6,1,0.0,NO
CUS00585,33.0,f,Bauchi,MOBILE,Card,Food,500.0,11,45.45,46,0,3,3.1,6,1,2.1,YES
CUS00586,56.0,male,Oyo,desktop,Bank Transfer,Food,2552999.0,7,3647.14,29,0,2,5.0,3,0,0.0,No
CUS00587,62.0,female,Enugu,desktop,USSD,Electronics,85949.17,12,7162.43,19,0,5,3.1,2,0,0.0,NO
CUS00588,-59.0,Male,Delta,PC,Transfer,Fashion,34101.97,3,11367.32,37,0,3,2.7,4,2,1.3,YES
CUS00589,56.0,M,Abuja,Mobile,card,Fashion,81972.51,1,81972.51,65,0,0,2.7,3,2,1.3,True
CUS00590,31.0,M,Oyo,Mobile,Card,food,36640.25,5,7328.05,61,1,0,4.5,2,1,0.7,NO
CUS00591,48.0,MALE,Bauchi,Mobile,Debit Card,Fashion,49794.07,4,12448.52,23,0,1,1.8,1,1,0.9,No
CUS00592,,Male,Imo,Mobile,card,Food,123392.44,7,17627.49,19,1,1,2.7,3,2,2.0,Y
CUS00593,52.0,Female,Kano,desktop,Transfer,Home,96136.62,4,24034.16,64,0,4,4.9,3,2,0.9,False
CUS00594,40.0,f,Bauchi,mobile,Transfer,Fashion,84565.1,11,7687.74,23,0,2,3.7,5,0,2.1,No
CUS00595,46.0,M,Imo,mobile,Transfer,Food,124553.38,6,20758.9,46,0,5,3.7,5,0,1.4,No
CUS00596,600.0,Female,Kaduna,Mobile,Card,Home,106627.39,8,13328.42,48,0,0,5.0,6,0,2.3,False
CUS00597,28.0,Male,Rivers,desktop,card,electronics,150095.35,8,18761.92,54,0,4,3.7,-1,4,3.3,False
CUS00598,35.0,f,Enugu,Desktop,Bank Transfer,Sports,64306.33,8,8038.29,70,2,4,2.8,4,0,3.3,True
CUS00599,64.0,Male,Anambra,desktop,Card,Home,65666.43,7,9380.92,7,1,0,3.2,2,0,3.9,False
CUS00600,29.0,female,Kaduna,mobile,Card,Electronics,26450.08,10,2645.01,1,1,5,2.4,1,0,3.3,No
CUS00601,26.0,female,Oyo,Desktop,card,food,65695.87,4,16423.97,27,0,3,4.8,3,1,2.4,False
CUS00602,27.0,Female,Kaduna,Mobile,Bank Transfer,Electronics,128414.65,14,9172.48,99,0,3,4.1,6,0,1.3,yes
CUS00603,-61.0,male,Oyo,Mobile,Transfer,Books,143499.43,6,23916.57,105,0,1,4.6,3,0,1.4,N
CUS00604,34.0,Male,Anambra,MOBILE,Transfer,Fashion,128213.73,1,128213.73,99,1,5,4.7,7,0,0.7,NO
CUS00605,,Female,Lagos,PC,card,FASHION,4261.37,8,532.67,39,0,0,3.1,5,1,2.0,NO
CUS00606,24.0,female,Imo,mobile,Transfer,Home,133741.53,3,44580.51,1,1,4,2.6,3-4 days,2,3.0,Y
CUS00607,63.0,FEMALE,Enugu,Mobile,Card,Books,2266.66,11,206.06,1,0,4,3.4,6 days,0,0.9,no
CUS00608,30.0,male,Delta,Desktop,ussd,Fashion,125415.28,19,6600.8,26,2,1,2.6,4,0,1.9,N
CUS00609,57.0,F,Delta,desktop,transfer,Food,68449.7,4,17112.42,39,2,6,3.7,2,0,,No
CUS00610,59.0,Male,Imo,tablet,card,Sports,116614.0,9,12957.11,84,0,3,4.6,7,1,2.3,No
CUS00611,26.0,Male,Abuja,Mobile,ussd,Books,25039.82,1,25039.82,71,0,4,3.3,4,0,1.2,NO
CUS00612,44.0,Male,Bauchi,Mobile,transfer,Electronics,137702.54,10,13770.25,51,0,0,3.6,4,1,0.9,0
CUS00613,19.0,Female,Lagos,desktop,Transfer,food,19076.14,3,6358.71,18,0,7,3.4,2,2,1.0,N
CUS00614,22.0,Female,Imo,Desktop,USSD,electronics,54919.53,4,13729.88,16,0,0,4.3,6,0,2.8,no
CUS00615,46.0,Female,Delta,Mobile,Card,Fashion,40085.74,2,20042.87,52,4,5,2.8,5,0,1.9,yes
CUS00616,54.0,Female,Kaduna,Mobile,Card,Auto,6057.18,11,550.65,65,1,1,1.3,5,1,1.4,YES
CUS00617,55.0,Female,Bauchi,mobile,transfer,Beauty,NGN89253.74,13,6865.67,56,3,1,4.0,2,0,2.4,False
CUS00618,36.0,F,Lagos,Phone,Bank Transfer,Food,166274.01,8,20784.25,13,2,4,4.5,5,0,1.4,N
CUS00619,25.0,MALE,Rivers,Laptop,N/A,Fashion,20501074.0,3,68336.91,64,0,5,3.9,5,1,3.7,0
CUS00620,62.0,Female,Rivers,mobile,transfer,Beauty,89372.01,15,5958.13,57,0,0,2.9,2,1,0.5,No
CUS00621,-18.0,m,Bauchi,mobile,Transfer,Home,135250.66,4,33812.66,12,1,5,2.4,1,0,1.7,No
CUS00622,39.0,FEMALE,Imo,Mobile,Card,Food,95444.26,1,95444.26,21,1,5,,5,0,0.0,No
CUS00623,34.0,Male,Oyo,mobile,Bank Transfer,Sports,107449.74,10,10744.97,65,0,1,3.6,1,0,1.5,No
CUS00624,24.0,female,Oyo,Desktop,card,Home,69603.31,2,34801.66,37,0,6,3.4,4,0,0.0,no
CUS00625,420.0,F,Kaduna,mobile,transfer,Home,93778.46,12,7814.87,92,5,0,5.0,3,1,3.1,yes
CUS00626,62.0,F,Lagos,Desktop,Debit Card,Electronics,109186.54,6,18197.76,60,0,1,2.6 stars,6,0,3.1,False
CUS00627,21.0,Female,Lagos,Mobile,ussd,electronics,58969.31,11,5360.85,30,0,3,5.0,3 days,0,3.2,no
CUS00628,53.0,F,Bauchi,Mobile,Bank Transfer,Food,81512.76,15,5434.18,44,1,1,3.5,6,0,2.0,False
CUS00629,23.0,Female,Kano,Desktop,Card,Fashion,82370.64,1,82370.64,46,0,3,1.7,2,0,0.7,True
CUS00630,48.0,F,Rivers,Mobile,ussd,Fashion,-122188.15,5,24437.63,23,1,3,3.3,5,1,0.8,No
CUS00631,36.0,male,Lagos,Mobile,Bank Transfer,Food,37028.55,7,5289.79,17,2,2,4.5/5,8,0,4.3,Yes
CUS00632,61.0,male,Bauchi,Laptop,Transfer,electronics,82680.6,15,5512.04,66,0,4,3.1,1,1,4.2,no
CUS00633,56.0,F,Anambra,Desktop,transfer,Food,171040.25,4,42760.06,70,0,2,2.0,4,0,2.2,no
CUS00634,44.0,female,Abuja,mobile,Transfer,Home,137382.71,5,27476.54,63,0,3,3.3,9,0,1.2,False
CUS00635,27.0,Male,Anambra,Phone,N/A,Electronics,145713.06,10,14571.31,90,0,5,2.6,4,1,4.1,YES
CUS00636,43.0,Female,Enugu,Laptop,Card,Food,86099.43,5,17219.89,28,3,4,4.0,4,3,1.0,Yes
CUS00637,36.0 years,MALE,Imo,mobile,card,N/A,99444.89,8,12430.61,95,2,4,43.0,5,0,2.3,1
CUS00638,56.0,Female,Kaduna,MOBILE,Transfer,Books,130100.63,1,130100.63,17,1,0,2.4 stars,4,0,4.0,YES
CUS00639,20.0,Male,Lagos,Desktop,ussd,Fashion,155211.5,19,8169.03,14,0,4,2.8/5,1,1,0.7,No
CUS00640,620.0,Male,Enugu,Desktop,Transfer,Beauty,500.0,1,500.0,1,0,1,43.0,6,0,3.2,No
CUS00641,300.0,Female,Delta,Desktop,Transfer,Fashion,25805.14,6,4300.86,31,1,0,2.6,1,1,2.8,no
CUS00642,45.0,f,Enugu,desktop,Cash,Food,143924.98,,20560.71,29,1,2,2.4,3,0,1.9,0
CUS00643,37.0,F,Bauchi,desktop,POS,Books,72539.98,17,4267.06,60,0,1,2.3,6,1,0.5,Y
CUS00644,45.0,m,Lagos,Desktop,Transfer,Books,54772.56,1,54772.56,52,0,4,3.9 stars,3,0,0.9,0
CUS00645,25.0,F,Abuja,Mobile,Card,Fashion,28562.76,17,1680.16,9,0,4,3.8,2,2,2.4,No
CUS00646,58.0,M,Imo,mobile,Debit Card,FASHION,60024.25,11,5456.75,33,0,0,2.8,5,0,0.0,N
CUS00647,56.0,Female,Bauchi,Mobile,card,Beauty,2189338.0,10,2189.34,33,0,1,3.5,2 days,0,2.2,N
CUS00648,180.0,male,Bauchi,mobile,POS,Food,179099.24,3,59699.75,1,0,0,5.0,1,1,2.8,False
CUS00649,20.0,Male,Kaduna,desktop,Card,Beauty,83990.38,10,8399.04,15,0,2,2.5,4,0,3.5,0
CUS00650,,FEMALE,Kaduna,desktop,transfer,Sports,82392.23,4,20598.06,21,2,3,1.5,-3,1,0.0,YES
CUS00651,45.0,MALE,Rivers,tablet,Transfer,Beauty,111463.45,14,7961.68,88,0,2,4.0,1,0,4.0,False
CUS00652,42.0,Female,Rivers,Phone,Transfer,Food,128305.53,3,42768.51,50,1,1,3.4,5,0,4.5,yes
CUS00653,50.0,f,Oyo,Tablet,transfer,Beauty,127564.97,7,18223.57,64,1,5,2.8,4,1,2.6,No
