,CustomerID,Age,Gender,State,DeviceType,PaymentMethod,ProductCategory,TotalSpent(NGN),NumOrders,AvgOrderValue(NGN),DaysSinceLastOrder,NumComplaints,DiscountsUsed,SatisfactionScore,DeliveryDays,NumReturns,LoyaltyYears,Churned,SatisfactionIndex,LoyaltyIndex
375,CUS00376,56,Female,Borno,Desktop,USSD,Fashion,105737.12,9,11748.57,43,2,3,3.1,2,2,0.2,Yes,0.775,0.62
376,CUS00377,43,Male,Borno,Desktop,USSD,Food,132177.99,15,8811.87,52,2,2,3.5,5,1,1.6,Yes,0.5,5.6
377,CUS00378,59,Male,Kaduna,Desktop,Bank transfer,Fashion,81351.98,1,81351.98,13,0,0,3.1,2,1,0.2,No,1.55,0.62
378,CUS00379,43,Female,Bauchi,Desktop,Cash,Sports,163506.27,6,27251.04,62,1,6,4.3,2,0,4.4,No,1.433,18.92
379,CUS00380,52,Male,Rivers,Mobile,Bank transfer,Food,123692.51,1,123692.51,26,0,1,3.5,5,0,1.0,No,0.7,3.5
380,CUS00381,42,Male,Kano,Pc,Bank transfer,Fashion,110572.3,1,110572.3,35,0,0,4.3,5,2,2.7,Yes,0.86,11.61
381,CUS00382,41,Male,Borno,Desktop,Bank transfer,Electronics,133887.13,12,11157.26,52,0,2,4.4,5,2,1.3,No,0.88,5.72
382,CUS00383,30,Female,Anambra,Mobile,Bank transfer,Fashion,100001.64,10,10000.16,48,0,1,4.4,1,0,1.1,No,4.4,4.84
383,CUS00384,24,Male,Imo,Mobile,USSD,Beauty,500.0,10,50.0,45,0,2,4.1,3,1,0.0,No,1.367,0.0
384,CUS00385,89,Female,Delta,Laptop,USSD,Sports,62538.75,12,5211.56,22,2,4,2.4,4,2,2.9,Yes,0.4,6.96
385,CUS00386,62,Male,Bauchi,Mobile,Debit card,Electronics,138872.56,5,27774.51,36,0,4,5.0,2,1,3.9,No,2.5,19.5
386,CUS00387,37,Male,Borno,Mobile,Bank transfer,Food,48658.39,5,9731.68,45,5,4,5.0,6,0,0.6,Yes,0.455,3.0
387,CUS00388,18,Male,Imo,Desktop,Bank transfer,Sports,74943.74,18,4163.54,3,3,2,3.3,1,1,0.0,No,0.825,0.0
388,CUS00389,25,Female,Oyo,Desktop,Bank transfer,Home,37982.37,6,6330.4,31,0,3,3.1,2,0,3.2,No,1.55,9.92
389,CUS00390,63,Female,Bauchi,Mobile,USSD,Sports,165276.52,11,15025.14,56,1,3,4.1,2,2,0.0,Yes,1.367,0.0
390,CUS00391,33,Female,Abuja,Pc,Bank transfer,Fashion,160667.16,8,20083.4,6,1,0,4.1,1,2,3.8,No,2.05,15.58
391,CUS00392,31,Female,Kano,Mobile,Debit card,Electronics,45225.9,1,45225.9,79,0,4,3.3,1,2,0.6,No,3.3,1.98
392,CUS00393,29,Female,Enugu,Mobile,Bank transfer,Food,91628.41,1,91628.41,83,1,0,2.2,5,0,0.3,Yes,0.367,0.66
393,CUS00394,40,Female,Enugu,Mobile,Debit card,Electronics,54377.77,5,10875.55,7,0,7,3.8,4,0,2.4,No,0.95,9.12
394,CUS00395,32,Female,Kaduna,Desktop,Debit card,Food,112672.51,13,8667.12,85,0,2,4.1,7,2,0.4,Yes,0.586,1.64
395,CUS00396,45,Male,Kaduna,Mobile,USSD,Food,107935.74,11,9812.34,40,1,2,4.2,7,0,0.9,No,0.525,3.78
396,CUS00397,51,Male,Abuja,Desktop,Bank transfer,Fashion,121526.75,12,10127.23,57,0,1,3.8,4,0,2.5,No,0.95,9.5
397,CUS00398,19,Male,Delta,Mobile,Bank transfer,Books,99936.33,3,33312.11,30,1,1,3.2,4,1,0.0,Yes,0.64,0.0
398,CUS00399,49,Male,Kaduna,Mobile,Debit card,Food,217093.28,16,13568.33,72,1,7,4.5,4,0,4.5,No,0.9,20.25
399,CUS00400,40,Female,Rivers,Desktop,Bank transfer,Fashion,38743.43,3,12914.48,57,1,4,3.6,1,2,2.1,Yes,1.8,7.56
400,CUS00401,39,Male,Borno,Tablet,Cash,Auto,8022.85,9,891.43,20,0,0,3.0,1,1,0.1,No,3.0,0.3
401,CUS00402,42,Male,Kano,Phone,Bank transfer,Electronics,67310.94,7,9615.85,10,2,6,3.3,4,1,0.5,Yes,0.55,1.65
402,CUS00403,39,Female,Imo,Mobile,Debit card,Home,14440.53,7,2062.93,1,0,5,1.8,5,0,3.5,No,0.36,6.3
403,CUS00404,39,Male,Abuja,Desktop,Bank transfer,Electronics,17839.2,14,1274.23,50,1,2,3.3,4,2,2.9,Yes,0.66,9.57
404,CUS00405,59,Female,Lagos,Mobile,Debit card,Beauty,39940.84,4,9985.21,62,2,3,4.2,2,1,4.1,No,1.05,17.22
405,CUS00406,23,Female,Imo,Mobile,Bank transfer,Books,43501.5,1,43501.5,64,0,2,3.8,5,0,1.0,No,0.76,3.8
406,CUS00407,32,Female,Imo,Desktop,Bank transfer,Electronics,42042.19,8,5255.27,41,1,6,5.0,6,0,2.4,No,0.714,12.0
407,CUS00408,60,Male,Oyo,Mobile,Bank transfer,Fashion,108319.85,6,18053.31,10,0,1,3.2,5,0,2.6,No,0.64,8.32
408,CUS00409,54,Female,Abuja,Mobile,Debit card,Electronics,62221.49,21,2962.93,24,2,3,4.0,5,0,3.0,No,0.571,12.0
409,CUS00410,50,Female,Abuja,Mobile,Debit card,Electronics,76921.84,11,6992.89,79,0,2,4.3,2,2,3.7,No,2.15,15.91
410,CUS00411,25,Male,Enugu,Mobile,Bank transfer,Books,125240.47,5,25048.09,30,2,0,5.0,6,0,0.9,No,0.625,4.5
411,CUS00412,61,Female,Anambra,Mobile,Bank transfer,Food,50515.49,2,25257.74,49,0,7,3.6,4,0,1.8,No,0.9,6.48
412,CUS00413,61,Male,Delta,Laptop,Bank transfer,Food,73095.43,1,73095.43,12,0,0,2.5,5,1,1.1,No,0.5,2.75
413,CUS00414,22,Female,Anambra,Mobile,USSD,Electronics,101459.2,8,12682.4,55,2,3,4.3,4,1,1.9,Yes,0.717,8.17
414,CUS00415,56,Female,Rivers,Mobile,USSD,Auto,500.0,8,62.5,31,0,0,5.0,3,0,3.0,No,1.667,15.0
415,CUS00416,21,Male,Lagos,Phone,Bank transfer,Food,500.0,15,33.33,76,1,2,3.2,2,1,0.0,No,1.067,0.0
416,CUS00417,23,Female,Imo,Pc,USSD,Beauty,100575.28,13,7736.56,68,0,3,4.3,3,0,3.7,No,1.433,15.91
417,CUS00418,62,Male,Enugu,Desktop,USSD,Home,107140.64,9,11904.52,30,1,1,4.7,5,0,0.3,No,0.783,1.41
418,CUS00419,49,Male,Lagos,Mobile,Bank transfer,Home,177889.91,6,29648.32,41,0,4,4.5,3,1,1.5,Yes,1.5,6.75
419,CUS00420,47,Male,Imo,Mobile,Bank transfer,Food,92114.27,9,10234.92,28,0,2,3.6,5,1,3.9,Yes,0.72,14.04
420,CUS00421,64,Male,Rivers,Mobile,Bank transfer,Beauty,121888.29,5,24377.66,2,0,5,5.0,5,0,2.5,No,1.0,12.5
421,CUS00422,52,Male,Anambra,Desktop,Bank transfer,Food,76203.73,16,4762.73,19,0,5,3.4,3,2,2.5,Yes,1.133,8.5
422,CUS00423,57,Female,Abuja,Mobile,Debit card,Food,98375.22,7,14053.6,50,0,1,4.0,6,1,0.2,No,0.667,0.8
423,CUS00424,33,Female,Kaduna,Mobile,Bank transfer,Sports,160026.56,7,22860.94,54,0,3,4.4,3,1,0.4,No,1.467,1.76
424,CUS00425,30,Male,Kaduna,Mobile,Bank transfer,Fashion,500.0,1,500.0,49,1,3,3.8,7,2,3.4,Yes,0.475,12.92
425,CUS00426,59,Male,Borno,Mobile,Debit card,Electronics,103612.73,7,14801.82,35,3,4,3.1,4,2,1.1,Yes,0.443,3.41
426,CUS00427,47,Female,Bauchi,Desktop,Debit card,Auto,181101.4,12,15091.78,72,1,3,4.1,3,2,1.3,No,1.025,5.33
427,CUS00428,36,Female,Oyo,Mobile,Bank transfer,Food,97691.54,2,48845.77,46,2,3,4.4,2,1,3.4,No,1.1,14.96
428,CUS00429,34,Female,Delta,Mobile,Bank transfer,Home,159275.78,4,39818.94,66,2,2,3.9,3,1,0.4,No,0.78,1.56
429,CUS00430,36,Female,Rivers,Desktop,USSD,Food,56685.45,11,5153.22,1,2,3,2.7,3,1,2.4,Yes,0.54,6.48
430,CUS00431,45,Male,Oyo,Laptop,Bank transfer,Fashion,83557.86,1,83557.86,1,3,5,3.3,1,0,2.1,No,0.825,6.93
431,CUS00432,43,Female,Borno,Mobile,Bank transfer,Sports,86508.61,13,6654.51,53,0,4,4.4,3,1,2.0,No,1.467,8.8
432,CUS00433,54,Male,Borno,Mobile,Debit card,Electronics,500.0,5,100.0,2,0,4,2.1,2,1,1.2,Yes,1.05,2.52
433,CUS00434,43,Male,Delta,Desktop,USSD,Food,32432.0,6,5405.33,38,2,4,1.4,5,1,1.1,Yes,0.2,1.54
434,CUS00435,40,Female,Imo,Mobile,Debit card,Beauty,35640.62,2,17820.31,35,2,2,5.0,6,0,0.4,No,0.625,2.0
435,CUS00436,43,Male,Oyo,Pc,USSD,Food,121992.97,9,13554.77,92,2,3,4.0,1,0,2.7,No,1.333,10.8
436,CUS00437,29,Male,Anambra,Desktop,Bank transfer,Home,124246.89,20,6212.34,56,3,0,4.1,7,1,1.0,Yes,0.41,4.1
437,CUS00438,18,Male,Delta,Mobile,Bank transfer,Auto,99581.64,11,9052.88,49,1,5,2.4,3,0,3.5,No,0.6,8.4
438,CUS00439,18,Female,Borno,Mobile,Debit card,Books,122084.63,3,40694.88,70,1,0,4.2,3,2,1.7,No,1.05,7.14
439,CUS00440,64,Female,Anambra,Desktop,Bank transfer,Electronics,77613.28,13,5970.25,56,0,2,3.8,5,0,0.4,No,0.76,1.52
440,CUS00441,51,Female,Abuja,Mobile,Bank transfer,Fashion,139086.93,6,23181.16,31,4,5,1.9,3,1,1.6,Yes,0.271,3.04
441,CUS00442,49,Female,Enugu,Mobile,Bank transfer,Beauty,85395.48,14,6099.68,77,0,0,4.9,3,1,1.4,No,1.633,6.86
442,CUS00443,42,Female,Anambra,Mobile,USSD,Fashion,87603.88,12,7300.32,11,0,3,3.7,3,1,3.5,No,1.233,12.95
443,CUS00444,57,Male,Imo,Mobile,USSD,Auto,73048.33,1,73048.33,54,0,1,3.1,2,0,1.4,No,1.55,4.34
444,CUS00445,62,Female,Kaduna,Mobile,Bank transfer,Auto,115800.27,2,57900.14,1,0,2,3.1,5,1,1.6,Yes,0.62,4.96
445,CUS00446,18,Male,Oyo,Pc,USSD,Fashion,66046.05,12,5503.84,51,0,4,1.5,3,1,4.1,Yes,0.5,6.15
446,CUS00447,33,Male,Imo,Mobile,Bank transfer,Food,217428.06,8,27178.51,50,0,3,4.1,1,0,2.8,No,4.1,11.48
447,CUS00448,56,Female,Bauchi,Tablet,Bank transfer,Food,34053.29,2,17026.64,95,0,0,3.8,5,0,4.5,No,0.76,17.1
448,CUS00449,22,Female,Kano,Desktop,Bank transfer,Fashion,217428.06,4,54357.02,1,0,1,3.3,1,0,3.9,No,3.3,12.87
449,CUS00450,39,Female,Borno,Phone,POS,Electronics,115934.2,1,115934.2,26,3,4,4.8,1,0,0.7,No,1.2,3.36
450,CUS00451,46,Female,Delta,Mobile,Bank transfer,Food,81015.51,7,11573.64,69,2,3,2.1,6,2,3.5,Yes,0.262,7.35
451,CUS00452,20,Female,Rivers,Mobile,Debit card,Fashion,64574.89,19,3398.68,55,2,6,2.9,1,2,4.3,Yes,0.967,12.47
452,CUS00453,29,Male,Bauchi,Tablet,Debit card,Fashion,125052.6,12,10421.05,50,2,6,2.6,1,1,4.3,Yes,0.867,11.18
453,CUS00454,89,Male,Kaduna,Mobile,Bank transfer,Electronics,57673.24,18,3204.07,16,3,2,3.2,5,0,3.5,Yes,0.4,11.2
454,CUS00455,89,Female,Anambra,Tablet,Cash,Fashion,75990.94,12,6332.58,27,0,8,3.6,3,0,3.5,No,1.2,12.6
455,CUS00456,54,Male,Enugu,Desktop,Bank transfer,Beauty,147965.26,13,11381.94,82,0,3,3.9,3,1,1.5,No,1.3,5.85
456,CUS00457,39,Male,Imo,Desktop,Debit card,Home,154261.41,17,9074.2,43,0,1,3.2,4,2,0.7,Yes,0.8,2.24
457,CUS00458,46,Female,Abuja,Desktop,POS,Fashion,155757.92,9,17306.44,56,0,1,2.6,4,0,1.5,Yes,0.65,3.9
458,CUS00459,31,Female,Kano,Mobile,Debit card,Fashion,72304.34,7,10329.19,41,0,0,5.0,2,0,0.0,No,2.5,0.0
459,CUS00460,45,Female,Lagos,Mobile,Bank transfer,Sports,140381.63,13,10798.59,9,0,6,5.0,6,2,4.0,No,0.833,20.0
460,CUS00461,22,Female,Bauchi,Mobile,Debit card,Electronics,42297.12,15,2819.81,73,1,6,3.6,1,0,1.6,No,1.8,5.76
461,CUS00462,89,Male,Enugu,Mobile,Debit card,Fashion,44189.37,5,8837.87,60,1,0,2.7,4,0,3.9,Yes,0.54,10.53
462,CUS00463,47,Male,Lagos,Tablet,Bank transfer,Auto,500.0,4,125.0,114,0,2,5.0,5,0,0.2,No,1.0,1.0
463,CUS00464,63,Male,Kano,Mobile,Cash,Books,160279.07,8,20034.88,14,0,3,2.1,2,0,3.6,No,1.05,7.56
464,CUS00465,89,Male,Rivers,Mobile,Bank transfer,Food,46120.91,12,3843.41,69,0,1,3.2,1,2,1.3,No,3.2,4.16
465,CUS00466,29,Male,Rivers,Mobile,Bank transfer,Food,79306.03,11,7209.64,5,0,0,2.8,6,1,0.1,Yes,0.467,0.28
466,CUS00467,33,Female,Oyo,Desktop,Debit card,Beauty,44035.4,1,44035.4,49,0,2,2.3,2,0,4.4,No,1.15,10.12
467,CUS00468,43,Female,Kano,Desktop,Bank transfer,Electronics,116282.44,17,6840.14,74,0,2,3.2,2,2,3.7,No,1.6,11.84
468,CUS00469,43,Male,Kano,Desktop,Bank transfer,Fashion,68096.49,4,17024.12,1,0,2,2.6,5,2,2.3,No,0.52,5.98
469,CUS00470,38,Female,Lagos,Mobile,Cash,Fashion,26283.24,6,4380.54,38,0,3,3.5,4,0,2.1,No,0.875,7.35
470,CUS00471,56,Female,Enugu,Mobile,Debit card,Fashion,104874.82,3,34958.27,28,0,5,3.5,1,0,2.7,No,3.5,9.45
471,CUS00472,53,Female,Imo,Desktop,POS,Auto,20482.15,21,975.34,23,0,2,2.9,7,3,2.3,Yes,0.414,6.67
472,CUS00473,50,Female,Delta,Desktop,Bank transfer,Fashion,47316.74,9,5257.42,56,0,3,3.1,2,1,0.8,No,1.55,2.48
473,CUS00474,47,Female,Lagos,Mobile,USSD,Fashion,500.0,3,166.67,78,0,4,3.3,3,1,1.4,No,1.1,4.62
474,CUS00475,54,Male,Abuja,Mobile,Debit card,Beauty,20921.88,12,1743.49,41,0,4,4.3,4,2,4.9,No,1.075,21.07
475,CUS00476,40,Male,Rivers,Mobile,Debit card,Electronics,93033.81,11,8457.62,51,0,1,3.4,5,1,6.0,No,0.68,20.4
476,CUS00477,27,Female,Rivers,Phone,Bank transfer,Fashion,500.0,7,71.43,48,2,3,4.3,4,0,4.3,No,0.717,18.49
477,CUS00478,22,Male,Oyo,Phone,Debit card,Electronics,18348.44,12,1529.04,45,1,4,4.1,1,1,2.7,No,2.05,11.07
478,CUS00479,53,Female,Imo,Mobile,Debit card,Food,84893.4,3,28297.8,12,0,0,4.1,5,2,1.5,No,0.82,6.15
479,CUS00480,51,Male,Abuja,Mobile,Bank transfer,Home,60537.69,5,12107.54,78,0,5,4.9,5,0,0.8,No,0.98,3.92
480,CUS00481,48,Female,Rivers,Desktop,Bank transfer,Beauty,174641.65,1,174641.65,53,1,5,2.4,3,0,0.9,No,0.6,2.16
481,CUS00482,27,Male,Lagos,Mobile,Debit card,Auto,167525.34,1,167525.34,56,2,1,3.0,5,2,2.1,Yes,0.429,6.3
482,CUS00483,36,Male,Abuja,Desktop,Bank transfer,Food,45943.49,17,2702.56,20,1,3,5.0,5,0,5.2,No,0.833,26.0
483,CUS00484,49,Male,Lagos,Mobile,Cash,Books,110071.19,16,6879.45,31,3,4,3.2,1,2,4.7,Yes,0.8,15.04
484,CUS00485,18,Male,Delta,Desktop,Debit card,Sports,118717.72,8,14839.72,39,1,1,1.0,7,2,3.1,Yes,0.125,3.1
485,CUS00486,22,Male,Delta,Mobile,Debit card,Food,58113.45,16,3632.09,1,2,3,3.3,1,0,0.6,No,1.1,1.98
486,CUS00487,62,Female,Rivers,Desktop,Bank transfer,Electronics,17700.63,21,842.89,1,1,3,3.6,1,0,3.3,No,1.8,11.88
487,CUS00488,21,Male,Rivers,Mobile,Debit card,Fashion,84446.57,6,14074.43,26,2,0,1.0,3,0,1.6,Yes,0.2,1.6
488,CUS00489,33,Male,Enugu,Desktop,USSD,Food,77221.94,8,9652.74,60,0,3,4.8,7,3,0.0,Yes,0.686,0.0
489,CUS00490,41,Female,Delta,Desktop,Bank transfer,Fashion,65390.6,7,9341.51,25,0,0,2.8,3,2,2.4,No,0.933,6.72
490,CUS00491,33,Female,Imo,Desktop,Debit card,Home,104904.26,6,17484.04,14,1,4,3.8,3,1,0.7,No,0.95,2.66
491,CUS00492,19,Male,Imo,Mobile,Debit card,Fashion,51217.17,13,3939.78,20,1,1,3.3,6,0,0.8,No,0.471,2.64
492,CUS00493,45,Female,Bauchi,Mobile,Bank transfer,Beauty,33160.11,8,4145.01,31,1,2,2.2,3,1,1.6,Yes,0.55,3.52
493,CUS00494,49,Female,Bauchi,Laptop,Debit card,Beauty,217428.06,11,19766.19,34,2,5,2.4,1,1,1.3,Yes,0.8,3.12
494,CUS00495,44,Female,Oyo,Mobile,Bank transfer,Food,102368.65,13,7874.51,109,0,3,2.6,3,0,1.9,Yes,0.867,4.94
495,CUS00496,37,Male,Delta,Laptop,Debit card,Auto,32050.98,9,3561.22,76,0,0,4.6,6,1,1.9,No,0.767,8.74
496,CUS00497,41,Female,Lagos,Laptop,Debit card,Fashion,217428.06,3,72476.02,75,1,0,3.4,4,2,0.0,Yes,0.68,0.0
497,CUS00498,29,Male,Lagos,Mobile,Bank transfer,Food,5328.35,1,5328.35,80,0,1,3.0,7,0,4.3,Yes,0.429,12.9
498,CUS00499,52,Female,Kaduna,Desktop,Debit card,Beauty,58984.89,8,7373.11,15,6,3,2.6,5,1,0.5,Yes,0.236,1.3
499,CUS00500,50,Female,Abuja,Mobile,Cash,Home,73389.62,7,10484.23,8,1,3,4.7,2,2,0.6,No,1.567,2.82
500,CUS00501,50,Male,Anambra,Phone,Debit card,Books,56369.93,8,7046.24,11,0,1,5.0,4,0,1.5,No,1.25,7.5
501,CUS00502,60,Female,Bauchi,Mobile,Bank transfer,Food,59572.28,7,8510.33,85,0,0,4.7,2,2,1.8,No,2.35,8.46
502,CUS00503,54,Female,Rivers,Tablet,Bank transfer,Sports,169198.35,20,8459.92,28,0,3,4.0,2,0,4.2,No,2.0,16.8
503,CUS00504,29,Male,Oyo,Mobile,Bank transfer,Fashion,46710.22,1,46710.22,7,1,2,3.8,12,1,2.4,Yes,0.292,9.12
504,CUS00505,20,Male,Imo,Desktop,Bank transfer,Fashion,194854.98,1,194854.98,32,1,7,2.3,6,0,2.8,Yes,0.329,6.44
505,CUS00506,18,Male,Anambra,Desktop,Debit card,Food,104670.71,9,11630.08,37,0,3,3.3,5,0,2.4,No,0.66,7.92
506,CUS00507,50,Male,Kano,Desktop,Debit card,Home,89142.48,6,14857.08,53,0,6,2.8,2,0,2.3,No,1.4,6.44
507,CUS00508,57,Male,Oyo,Mobile,Debit card,Electronics,106430.82,9,11825.65,52,3,0,1.7,7,1,2.5,Yes,0.17,4.25
508,CUS00509,27,Female,Kano,Phone,Bank transfer,Fashion,198846.75,21,9468.89,20,3,0,4.6,6,1,0.0,Yes,0.511,0.0
509,CUS00510,60,Female,Borno,Mobile,Debit card,Food,40288.31,14,2877.74,65,1,0,2.8,7,0,1.6,Yes,0.35,4.48
510,CUS00511,61,Male,Delta,Pc,Bank transfer,Electronics,34581.19,1,34581.19,25,0,5,4.7,7,0,3.7,No,0.671,17.39
511,CUS00512,46,Male,Kano,Desktop,USSD,Beauty,51031.02,5,10206.2,40,1,6,4.4,1,1,7.9,No,2.2,34.76
512,CUS00513,30,Male,Kano,Mobile,Bank transfer,Fashion,86446.44,10,8644.64,65,3,1,4.1,1,1,0.2,Yes,1.025,0.82
513,CUS00514,29,Female,Borno,Mobile,Bank transfer,Food,7340.3,11,667.3,25,3,2,4.1,1,0,2.6,Yes,1.025,10.66
514,CUS00515,48,Female,Enugu,Tablet,Bank transfer,Food,86005.27,18,4778.07,27,2,0,5.0,2,2,2.1,Yes,1.25,10.5
515,CUS00516,63,Female,Enugu,Mobile,USSD,Electronics,161209.62,12,13434.14,62,3,0,5.0,4,0,5.1,No,0.714,25.5
516,CUS00517,19,Male,Enugu,Mobile,Debit card,Auto,91813.33,7,13116.19,19,1,4,3.5,2,0,0.0,No,1.167,0.0
517,CUS00518,52,Male,Delta,Mobile,USSD,Fashion,71829.15,3,23943.05,33,1,3,3.8,8,0,2.9,Yes,0.422,11.02
518,CUS00519,40,Female,Anambra,Phone,Bank transfer,Electronics,57182.78,5,11436.56,61,0,3,2.9,7,1,0.0,Yes,0.414,0.0
519,CUS00520,34,Male,Oyo,Laptop,Bank transfer,Fashion,125433.03,5,25086.61,106,1,0,2.6,3,0,1.5,Yes,0.65,3.9
520,CUS00521,43,Female,Oyo,Mobile,Bank transfer,Food,47837.53,11,4348.87,63,2,6,4.0,7,0,1.9,No,0.444,7.6
521,CUS00522,25,Female,Rivers,Mobile,Bank transfer,Beauty,168087.82,9,18676.42,59,0,1,3.7,6,1,3.6,Yes,0.617,13.32
522,CUS00523,46,Female,Enugu,Tablet,Bank transfer,Home,172001.19,1,172001.19,60,0,4,2.7,3,1,0.4,Yes,0.9,1.08
523,CUS00524,43,Female,Delta,Mobile,Bank transfer,Books,96553.79,5,19310.76,12,1,0,2.1,1,1,3.0,No,1.05,6.3
524,CUS00525,27,Female,Rivers,Phone,Bank transfer,Electronics,84481.82,12,7040.15,48,0,2,2.2,3,1,2.0,Yes,0.733,4.4
525,CUS00526,43,Female,Abuja,Mobile,Debit card,Sports,131379.69,9,14597.74,44,1,3,4.7,2,0,2.4,No,1.567,11.28
526,CUS00527,51,Male,Rivers,Mobile,Bank transfer,Electronics,134265.93,10,13426.59,54,0,3,2.9,4,0,3.4,No,0.725,9.86
527,CUS00528,43,Male,Anambra,Laptop,USSD,Food,48730.37,9,5414.49,48,3,3,3.2,4,1,0.1,Yes,0.457,0.32
528,CUS00529,24,Female,Bauchi,Desktop,Bank transfer,Fashion,61305.02,16,3831.56,56,0,3,5.0,4,0,2.1,No,1.25,10.5
529,CUS00530,21,Male,Kano,Mobile,Bank transfer,Fashion,25494.37,9,2832.71,35,2,0,2.4,5,0,1.1,Yes,0.343,2.64
530,CUS00531,62,Male,Enugu,Desktop,Bank transfer,Food,103407.92,6,17234.65,46,0,3,2.8,1,0,3.6,Yes,2.8,10.08
531,CUS00532,28,Male,Borno,Desktop,Debit card,Food,114998.25,3,38332.75,8,0,3,2.7,4,1,2.5,Yes,0.675,6.75
532,CUS00533,46,Female,Bauchi,Mobile,Bank transfer,Sports,24253.35,9,2694.82,35,1,3,5.0,3,1,1.7,No,1.25,8.5
533,CUS00534,53,Female,Imo,Mobile,Bank transfer,Electronics,64516.05,1,64516.05,86,0,3,5.0,4,1,1.1,No,1.25,5.5
534,CUS00535,42,Male,Rivers,Desktop,Bank transfer,Beauty,24373.57,7,3481.94,54,0,0,4.3,5,0,3.2,No,0.86,13.76
535,CUS00536,38,Female,Delta,Mobile,Debit card,Fashion,44554.01,6,7425.67,44,0,0,4.3,1,1,3.9,No,4.3,16.77
536,CUS00537,53,Male,Kano,Desktop,Bank transfer,Beauty,109795.77,1,109795.77,101,0,0,2.9,3,1,1.2,Yes,0.967,3.48
537,CUS00538,27,Female,Oyo,Mobile,Bank transfer,Sports,51993.31,3,17331.1,4,2,4,5.0,3,0,0.3,No,1.0,1.5
538,CUS00539,43,Female,Lagos,Tablet,POS,Beauty,71462.83,12,5955.24,11,1,4,3.8,2,1,3.0,No,1.267,11.4
539,CUS00540,26,Female,Kano,Mobile,USSD,Home,11770.97,9,1307.89,96,1,4,4.4,5,0,0.0,No,0.733,0.0
540,CUS00541,41,Male,Anambra,Desktop,Debit card,Fashion,93414.56,8,11676.82,46,1,3,3.4,2,4,0.0,Yes,1.133,0.0
541,CUS00542,52,Female,Imo,Mobile,USSD,Books,83007.7,9,9223.08,37,0,0,3.2,2,0,0.4,No,1.6,1.28
542,CUS00543,52,Male,Anambra,Mobile,Bank transfer,Food,52196.83,8,6524.6,9,0,0,5.0,2,2,1.4,No,2.5,7.0
543,CUS00544,53,Male,Rivers,Desktop,USSD,Food,76494.36,14,5463.88,58,0,3,4.0,6,0,0.0,No,0.667,0.0
544,CUS00545,35,Male,Abuja,Mobile,Cash,Sports,93113.27,8,11639.16,61,0,3,5.0,3,0,0.0,No,1.667,0.0
545,CUS00546,56,Female,Anambra,Mobile,Debit card,Electronics,48330.93,1,48330.93,12,0,2,3.8,4,0,0.3,No,0.95,1.14
546,CUS00547,89,Female,Anambra,Mobile,USSD,Home,18568.19,16,1160.51,40,2,3,2.7,7,1,3.0,Yes,0.3,8.1
547,CUS00548,41,Male,Delta,Mobile,Cash,Sports,166250.85,9,18472.32,34,2,3,2.9,3,2,0.1,Yes,0.58,0.29
548,CUS00549,40,Male,Rivers,Mobile,POS,Fashion,56502.73,5,11300.55,52,1,3,3.6,6,2,1.5,Yes,0.514,5.4
549,CUS00550,89,Male,Kano,Mobile,Bank transfer,Electronics,80315.08,1,80315.08,11,0,1,2.9,7,2,4.9,Yes,0.414,14.21
550,CUS00551,54,Female,Abuja,Desktop,Bank transfer,Electronics,130487.79,9,14498.64,82,0,4,2.4,6,0,1.9,Yes,0.4,4.56
551,CUS00552,29,Male,Bauchi,Desktop,Debit card,Fashion,217428.06,7,31061.15,72,1,2,4.7,3,2,2.5,No,1.175,11.75
552,CUS00553,30,Female,Lagos,Tablet,Debit card,Home,28998.11,15,1933.21,34,1,0,3.0,5,1,0.6,No,0.5,1.8
553,CUS00554,40,Male,Enugu,Pc,Debit card,Electronics,105242.22,6,17540.37,38,0,1,3.6,1,0,5.2,No,3.6,18.72
554,CUS00555,42,Male,Oyo,Desktop,USSD,Food,53160.15,3,17720.05,40,0,2,3.8,2,0,1.2,No,1.9,4.56
555,CUS00556,52,Female,Anambra,Tablet,Cash,Beauty,60754.44,12,5062.87,21,0,4,2.9,2,0,1.7,No,1.45,4.93
556,CUS00557,58,Male,Rivers,Mobile,USSD,Auto,52590.46,12,4382.54,31,1,2,5.0,8,1,4.0,Yes,0.556,20.0
557,CUS00558,47,Female,Enugu,Mobile,Bank transfer,Electronics,34345.53,8,4293.19,36,0,2,2.4,2,0,1.7,No,1.2,4.08
558,CUS00559,34,Female,Oyo,Mobile,Bank transfer,Fashion,83141.89,21,3959.14,93,0,0,3.8,2,0,2.1,No,1.9,7.98
559,CUS00560,37,Male,Oyo,Mobile,USSD,Electronics,18647.38,7,2663.91,73,0,4,3.7,1,1,1.6,No,3.7,5.92
560,CUS00561,42,Female,Bauchi,Mobile,Bank transfer,Electronics,127606.34,9,14178.48,73,0,1,3.4,5,1,1.6,No,0.68,5.44
561,CUS00562,39,Male,Bauchi,Desktop,Bank transfer,Fashion,87475.13,13,6728.86,56,0,2,2.2,4,0,2.6,Yes,0.55,5.72
562,CUS00563,30,Female,Bauchi,Mobile,Debit card,Food,104009.57,11,9455.42,11,0,5,4.4,6,2,2.8,Yes,0.733,12.32
563,CUS00564,36,Female,Borno,Mobile,Bank transfer,Sports,64021.51,7,9145.93,43,0,4,4.2,5,0,1.0,No,0.84,4.2
